date,georgia_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,flu like symptoms,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu game,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,flu a symptoms,influenza symptoms,the flu virus,reduce fever,type a influenza,influenza incubation period,thermoscan,how to treat the flu,flu virus,how long does the flu last,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu contagious,flu length,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu complications,treat flu,how to get rid of the flu,body temperature,target
2014-29,0.142664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,2.0,4.0,0.0,3.0,2.0,3.0,11.0,38.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,26.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,80.0,1.0,1.0,4.0,14.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,36.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,51.0,0.0963891
2014-30,0.0963891,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,2.0,4.0,0.0,3.0,2.0,3.0,11.0,38.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,26.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,80.0,1.0,1.0,4.0,14.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,36.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,51.0,0.120376
2014-31,0.120376,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,0.0,1.0,28.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,2.0,4.0,0.0,3.0,2.0,3.0,11.0,38.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,3.0,0.0,6.0,13.0,0.0,0.0,26.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,80.0,1.0,1.0,4.0,14.0,3.0,3.0,3.0,9.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,36.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,51.0,0.15631099999999998
2014-32,0.15631099999999998,9.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,23.0,0.0,0.0,0.0,2.0,35.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,18.0,60.0,4.0,8.0,4.0,21.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,48.0,4.0,0.0,7.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,1.0,20.0,1.0,0.0,0.0,0.0,82.0,2.0,1.0,4.0,16.0,0.0,5.0,6.0,3.0,0.0,5.0,6.0,2.0,6.0,0.0,2.0,0.0,44.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,74.0,0.17552
2014-33,0.17552,9.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,23.0,0.0,0.0,0.0,2.0,35.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,18.0,60.0,4.0,8.0,4.0,21.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,48.0,4.0,0.0,7.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,1.0,20.0,1.0,0.0,0.0,0.0,82.0,2.0,1.0,4.0,16.0,0.0,5.0,6.0,3.0,0.0,5.0,6.0,2.0,6.0,0.0,2.0,0.0,44.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,74.0,0.18575899999999998
2014-34,0.18575899999999998,9.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,23.0,0.0,0.0,0.0,2.0,35.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,18.0,60.0,4.0,8.0,4.0,21.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,48.0,4.0,0.0,7.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,1.0,20.0,1.0,0.0,0.0,0.0,82.0,2.0,1.0,4.0,16.0,0.0,5.0,6.0,3.0,0.0,5.0,6.0,2.0,6.0,0.0,2.0,0.0,44.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,74.0,0.176866
2014-35,0.176866,9.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,23.0,0.0,0.0,0.0,2.0,35.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,18.0,60.0,4.0,8.0,4.0,21.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,48.0,4.0,0.0,7.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,1.0,20.0,1.0,0.0,0.0,0.0,82.0,2.0,1.0,4.0,16.0,0.0,5.0,6.0,3.0,0.0,5.0,6.0,2.0,6.0,0.0,2.0,0.0,44.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,74.0,0.19084
2014-36,0.19084,9.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,23.0,0.0,0.0,0.0,2.0,35.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,8.0,3.0,2.0,0.0,2.0,2.0,2.0,18.0,60.0,4.0,8.0,4.0,21.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,48.0,4.0,0.0,7.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,4.0,1.0,20.0,1.0,0.0,0.0,0.0,82.0,2.0,1.0,4.0,16.0,0.0,5.0,6.0,3.0,0.0,5.0,6.0,2.0,6.0,0.0,2.0,0.0,44.0,0.0,2.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,74.0,0.26178
2014-37,0.26178,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,22.0,0.0,0.0,0.0,3.0,41.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,2.0,7.0,0.0,6.0,2.0,2.0,21.0,56.0,4.0,10.0,6.0,43.0,0.0,0.0,0.0,8.0,12.0,10.0,0.0,85.0,9.0,4.0,6.0,0.0,14.0,0.0,3.0,26.0,13.0,0.0,13.0,1.0,12.0,3.0,8.0,8.0,9.0,56.0,6.0,0.0,0.0,0.0,100.0,1.0,1.0,12.0,18.0,6.0,3.0,0.0,9.0,2.0,2.0,14.0,0.0,3.0,3.0,4.0,0.0,41.0,1.0,3.0,4.0,2.0,12.0,4.0,0.0,6.0,2.0,95.0,0.189054
2014-38,0.189054,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,22.0,0.0,0.0,0.0,3.0,41.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,2.0,7.0,0.0,6.0,2.0,2.0,21.0,56.0,4.0,10.0,6.0,43.0,0.0,0.0,0.0,8.0,12.0,10.0,0.0,85.0,9.0,4.0,6.0,0.0,14.0,0.0,3.0,26.0,13.0,0.0,13.0,1.0,12.0,3.0,8.0,8.0,9.0,56.0,6.0,0.0,0.0,0.0,100.0,1.0,1.0,12.0,18.0,6.0,3.0,0.0,9.0,2.0,2.0,14.0,0.0,3.0,3.0,4.0,0.0,41.0,1.0,3.0,4.0,2.0,12.0,4.0,0.0,6.0,2.0,95.0,0.220719
2014-39,0.220719,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,22.0,0.0,0.0,0.0,3.0,41.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,2.0,7.0,0.0,6.0,2.0,2.0,21.0,56.0,4.0,10.0,6.0,43.0,0.0,0.0,0.0,8.0,12.0,10.0,0.0,85.0,9.0,4.0,6.0,0.0,14.0,0.0,3.0,26.0,13.0,0.0,13.0,1.0,12.0,3.0,8.0,8.0,9.0,56.0,6.0,0.0,0.0,0.0,100.0,1.0,1.0,12.0,18.0,6.0,3.0,0.0,9.0,2.0,2.0,14.0,0.0,3.0,3.0,4.0,0.0,41.0,1.0,3.0,4.0,2.0,12.0,4.0,0.0,6.0,2.0,95.0,0.396825
2014-40,0.396825,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,22.0,0.0,0.0,0.0,3.0,41.0,3.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,2.0,7.0,0.0,6.0,2.0,2.0,21.0,56.0,4.0,10.0,6.0,43.0,0.0,0.0,0.0,8.0,12.0,10.0,0.0,85.0,9.0,4.0,6.0,0.0,14.0,0.0,3.0,26.0,13.0,0.0,13.0,1.0,12.0,3.0,8.0,8.0,9.0,56.0,6.0,0.0,0.0,0.0,100.0,1.0,1.0,12.0,18.0,6.0,3.0,0.0,9.0,2.0,2.0,14.0,0.0,3.0,3.0,4.0,0.0,41.0,1.0,3.0,4.0,2.0,12.0,4.0,0.0,6.0,2.0,95.0,0.500595
2014-41,0.500595,14.0,12.0,12.0,12.0,12.0,2.0,0.0,3.0,15.0,32.0,64.0,0.0,8.0,0.0,4.0,56.0,10.0,1.0,0.0,0.0,13.0,2.0,2.0,0.0,16.0,17.0,2.0,7.0,0.0,4.0,4.0,2.0,31.0,47.0,9.0,6.0,13.0,28.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,56.0,9.0,0.0,7.0,3.0,12.0,0.0,15.0,50.0,28.0,0.0,14.0,3.0,10.0,7.0,14.0,11.0,2.0,24.0,5.0,0.0,0.0,0.0,76.0,5.0,1.0,15.0,22.0,5.0,20.0,3.0,15.0,6.0,4.0,18.0,2.0,2.0,3.0,15.0,0.0,60.0,1.0,4.0,6.0,3.0,7.0,6.0,0.0,4.0,6.0,64.0,0.5359430000000001
2014-42,0.5359430000000001,14.0,12.0,12.0,12.0,12.0,2.0,0.0,3.0,15.0,32.0,64.0,0.0,8.0,0.0,4.0,56.0,10.0,1.0,0.0,0.0,13.0,2.0,2.0,0.0,16.0,17.0,2.0,7.0,0.0,4.0,4.0,2.0,31.0,47.0,9.0,6.0,13.0,28.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,56.0,9.0,0.0,7.0,3.0,12.0,0.0,15.0,50.0,28.0,0.0,14.0,3.0,10.0,7.0,14.0,11.0,2.0,24.0,5.0,0.0,0.0,0.0,76.0,5.0,1.0,15.0,22.0,5.0,20.0,3.0,15.0,6.0,4.0,18.0,2.0,2.0,3.0,15.0,0.0,60.0,1.0,4.0,6.0,3.0,7.0,6.0,0.0,4.0,6.0,64.0,0.679822
2014-43,0.679822,14.0,12.0,12.0,12.0,12.0,2.0,0.0,3.0,15.0,32.0,64.0,0.0,8.0,0.0,4.0,56.0,10.0,1.0,0.0,0.0,13.0,2.0,2.0,0.0,16.0,17.0,2.0,7.0,0.0,4.0,4.0,2.0,31.0,47.0,9.0,6.0,13.0,28.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,56.0,9.0,0.0,7.0,3.0,12.0,0.0,15.0,50.0,28.0,0.0,14.0,3.0,10.0,7.0,14.0,11.0,2.0,24.0,5.0,0.0,0.0,0.0,76.0,5.0,1.0,15.0,22.0,5.0,20.0,3.0,15.0,6.0,4.0,18.0,2.0,2.0,3.0,15.0,0.0,60.0,1.0,4.0,6.0,3.0,7.0,6.0,0.0,4.0,6.0,64.0,0.769458
2014-44,0.769458,14.0,12.0,12.0,12.0,12.0,2.0,0.0,3.0,15.0,32.0,64.0,0.0,8.0,0.0,4.0,56.0,10.0,1.0,0.0,0.0,13.0,2.0,2.0,0.0,16.0,17.0,2.0,7.0,0.0,4.0,4.0,2.0,31.0,47.0,9.0,6.0,13.0,28.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,56.0,9.0,0.0,7.0,3.0,12.0,0.0,15.0,50.0,28.0,0.0,14.0,3.0,10.0,7.0,14.0,11.0,2.0,24.0,5.0,0.0,0.0,0.0,76.0,5.0,1.0,15.0,22.0,5.0,20.0,3.0,15.0,6.0,4.0,18.0,2.0,2.0,3.0,15.0,0.0,60.0,1.0,4.0,6.0,3.0,7.0,6.0,0.0,4.0,6.0,64.0,1.26756
2014-45,1.26756,30.0,18.0,29.0,18.0,18.0,5.0,10.0,3.0,18.0,40.0,57.0,0.0,32.0,1.0,3.0,70.0,27.0,3.0,0.0,0.0,37.0,2.0,2.0,0.0,46.0,35.0,3.0,15.0,4.0,12.0,11.0,6.0,70.0,51.0,24.0,30.0,53.0,20.0,0.0,0.0,2.0,25.0,34.0,30.0,0.0,100.0,35.0,14.0,23.0,6.0,24.0,24.0,27.0,57.0,28.0,28.0,0.0,6.0,17.0,19.0,31.0,27.0,8.0,33.0,19.0,2.0,0.0,0.0,82.0,15.0,3.0,50.0,20.0,19.0,61.0,14.0,7.0,11.0,32.0,50.0,12.0,8.0,5.0,62.0,3.0,91.0,2.0,6.0,13.0,14.0,24.0,15.0,2.0,10.0,5.0,80.0,1.72023
2014-46,1.72023,30.0,18.0,29.0,18.0,18.0,5.0,10.0,3.0,18.0,40.0,57.0,0.0,32.0,1.0,3.0,70.0,27.0,3.0,0.0,0.0,37.0,2.0,2.0,0.0,46.0,35.0,3.0,15.0,4.0,12.0,11.0,6.0,70.0,51.0,24.0,30.0,53.0,20.0,0.0,0.0,2.0,25.0,34.0,30.0,0.0,100.0,35.0,14.0,23.0,6.0,24.0,24.0,27.0,57.0,28.0,28.0,0.0,6.0,17.0,19.0,31.0,27.0,8.0,33.0,19.0,2.0,0.0,0.0,82.0,15.0,3.0,50.0,20.0,19.0,61.0,14.0,7.0,11.0,32.0,50.0,12.0,8.0,5.0,62.0,3.0,91.0,2.0,6.0,13.0,14.0,24.0,15.0,2.0,10.0,5.0,80.0,2.89243
2014-47,2.89243,30.0,18.0,29.0,18.0,18.0,5.0,10.0,3.0,18.0,40.0,57.0,0.0,32.0,1.0,3.0,70.0,27.0,3.0,0.0,0.0,37.0,2.0,2.0,0.0,46.0,35.0,3.0,15.0,4.0,12.0,11.0,6.0,70.0,51.0,24.0,30.0,53.0,20.0,0.0,0.0,2.0,25.0,34.0,30.0,0.0,100.0,35.0,14.0,23.0,6.0,24.0,24.0,27.0,57.0,28.0,28.0,0.0,6.0,17.0,19.0,31.0,27.0,8.0,33.0,19.0,2.0,0.0,0.0,82.0,15.0,3.0,50.0,20.0,19.0,61.0,14.0,7.0,11.0,32.0,50.0,12.0,8.0,5.0,62.0,3.0,91.0,2.0,6.0,13.0,14.0,24.0,15.0,2.0,10.0,5.0,80.0,3.9770800000000004
2014-48,3.9770800000000004,30.0,18.0,29.0,18.0,18.0,5.0,10.0,3.0,18.0,40.0,57.0,0.0,32.0,1.0,3.0,70.0,27.0,3.0,0.0,0.0,37.0,2.0,2.0,0.0,46.0,35.0,3.0,15.0,4.0,12.0,11.0,6.0,70.0,51.0,24.0,30.0,53.0,20.0,0.0,0.0,2.0,25.0,34.0,30.0,0.0,100.0,35.0,14.0,23.0,6.0,24.0,24.0,27.0,57.0,28.0,28.0,0.0,6.0,17.0,19.0,31.0,27.0,8.0,33.0,19.0,2.0,0.0,0.0,82.0,15.0,3.0,50.0,20.0,19.0,61.0,14.0,7.0,11.0,32.0,50.0,12.0,8.0,5.0,62.0,3.0,91.0,2.0,6.0,13.0,14.0,24.0,15.0,2.0,10.0,5.0,80.0,4.63476
2014-49,4.63476,30.0,18.0,29.0,18.0,18.0,5.0,10.0,3.0,18.0,40.0,57.0,0.0,32.0,1.0,3.0,70.0,27.0,3.0,0.0,0.0,37.0,2.0,2.0,0.0,46.0,35.0,3.0,15.0,4.0,12.0,11.0,6.0,70.0,51.0,24.0,30.0,53.0,20.0,0.0,0.0,2.0,25.0,34.0,30.0,0.0,100.0,35.0,14.0,23.0,6.0,24.0,24.0,27.0,57.0,28.0,28.0,0.0,6.0,17.0,19.0,31.0,27.0,8.0,33.0,19.0,2.0,0.0,0.0,82.0,15.0,3.0,50.0,20.0,19.0,61.0,14.0,7.0,11.0,32.0,50.0,12.0,8.0,5.0,62.0,3.0,91.0,2.0,6.0,13.0,14.0,24.0,15.0,2.0,10.0,5.0,80.0,5.48925
2014-50,5.48925,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,6.2816
2014-51,6.2816,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,7.8129300000000015
2014-52,7.8129300000000015,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.36888
2015-01,2.36888,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,3.11618
2015-02,3.11618,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.1301099999999997
2015-03,2.1301099999999997,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.36744
2015-04,2.36744,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.21998
2015-05,2.21998,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.03713
2015-06,2.03713,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,1.99984
2015-07,1.99984,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.7822400000000003
2015-08,2.7822400000000003,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.63795
2015-09,2.63795,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,3.0,16.0,16.0,0.0,0.0,0.0,2.0,37.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,9.0,2.0,2.0,0.0,2.0,2.0,0.0,16.0,39.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,0.0,56.0,5.0,0.0,9.0,0.0,9.0,3.0,3.0,29.0,0.0,0.0,14.0,1.0,4.0,1.0,6.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,76.0,4.0,0.0,15.0,17.0,0.0,10.0,0.0,7.0,5.0,5.0,16.0,0.0,0.0,0.0,6.0,2.0,45.0,1.0,2.0,2.0,8.0,5.0,4.0,0.0,3.0,0.0,52.0,2.3822900000000002
